REQUEST_TIME,DEVICE_ID,GEO_LAT,GEO_LON,IP,domain_name,CLASSIFICATION_BY_DOMAIN,domain_country,GEO_country,CLASSIFICATION_BY_COUNTRY_MISMATCH,GEO_CLUSTER
2024-11-15 00:59:00,1,50.32101333229959,5.79300539286152,81.242.26.77,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-18 11:17:00,1,50.3361,4.8185,81.245.9.166,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-19 00:09:00,1,50.11115,3.738834,81.240.34.19,adsl-dyn.isp.belgacom.be,Non-VPN,be,fr,uncertain,1
2024-11-21 19:32:00,1,50.619728,4.30551,81.246.0.90,adsl-static.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-22 10:10:00,1,50.6818,4.1299,185.77.76.18,host-185-77-76-18.redgeguardian.com,VPN,com,be,VPN,0
2024-11-22 10:43:00,1,50.8304,5.3954267,81.243.3.27,adsl-static.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-23 08:28:00,1,55.7386,37.6068,92.63.196.91,unknown_domain,uncertain,unknown_domain,ru,VPN,-1
2024-11-23 09:35:00,1,33.8333,35.8333,194.146.152.3,unknown_domain,uncertain,unknown_domain,lb,VPN,-1
2024-11-23 10:13:00,1,50.8509,4.3447,45.85.29.129,unknown_domain,uncertain,unknown_domain,be,uncertain,0
2024-11-23 16:06:00,1,50.8559,4.8964,81.245.55.229,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-23 16:24:00,1,51.2,3.46082,81.244.47.131,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-23 17:16:00,1,50.22917,5.4750221,81.243.5.66,adsl-static.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-23 23:07:00,1,51.25068992704682,3.007371396704971,81.243.33.239,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-11-23 23:45:00,1,50.8509,4.3447,45.85.29.129,unknown_domain,uncertain,unknown_domain,be,uncertain,0
2024-11-25 10:19:00,1,51.0086,3.883,81.243.49.43,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-12-01 02:45:00,1,51.05454643823417,4.118239941380136,81.243.33.239,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2024-12-20 02:56:00,1,50.48119021167836,4.889129617393208,91.206.250.4,powered-by.digileuven.be,uncertain,be,be,uncertain,0
2024-12-25 02:21:00,1,50.22810560058087,5.311662957842973,81.246.31.227,adsl-static.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2025-01-24 05:07:00,1,50.8535,4.4343,194.146.152.3,unknown_domain,uncertain,unknown_domain,be,VPN,0
2025-02-27 05:05:00,1,50.86411,4.00885,81.240.10.111,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2025-03-20 03:39:00,1,50.66188679428165,4.220086315564411,81.245.9.166,adsl-dyn.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2025-04-15 05:03:00,1,50.94816,3.33953,81.246.31.227,adsl-static.isp.belgacom.be,Non-VPN,be,be,Non-VPN,0
2025-05-09 04:03:00,1,37.7749,-122.4194,172.92.148.188,unknown_domain,uncertain,unknown_domain,us,VPN,-1
2025-05-20 07:12:00,1,49.779113,5.200525,81.245.2.145,adsl-static.isp.belgacom.be,Non-VPN,be,be,VPN,0
2025-07-15 07:23:00,1,49.75474,4.94146,81.245.2.145,adsl-static.isp.belgacom.be,Non-VPN,be,fr,VPN,0
2025-09-13 04:49:00,1,50.4646,4.8664,172.92.148.188,unknown_domain,uncertain,unknown_domain,be,VPN,0
2025-09-17 04:55:00,1,50.8463,4.351442,172.92.148.188,unknown_domain,uncertain,unknown_domain,be,VPN,0
2025-10-10 07:23:00,1,51.2723,5.8107,81.245.10.203,adsl-dyn.isp.belgacom.be,Non-VPN,be,nl,uncertain,0
2025-11-01 07:45:00,1,51.01139,5.4939,193.109.126.5,unknown_domain,uncertain,unknown_domain,be,uncertain,0
