REQUEST_TIME,DEVICE_IP,ID,USER_ID,ID_TYPE,OPERATING_SYSTEM,has_multiple_devices
2024-10-02 13:19:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 13:22:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 13:37:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 18:13:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 18:24:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 18:42:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-02 19:00:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 08:03:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 12:27:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 12:45:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:02:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:47:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:48:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:48:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:51:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-03 20:54:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 08:54:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 09:01:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 09:03:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 09:03:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:10:00,82.167.220.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:18:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:33:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:40:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:41:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:41:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:42:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:43:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:43:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 12:44:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 13:42:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 14:01:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 15:19:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-01 14:24:00,2405:8d40:40c0::,AAKT707IOKgAAB_bLwHDew,6,WEB_ID,ios,1
2024-10-04 15:57:00,2a00:5400:e051::,AAFcvU7LIAoAABO-Xttw5A,7,WEB_ID,android,1
2024-10-04 18:08:00,2a00:5400:e051::,AAFcvU7LIAoAABO-Xttw5A,7,WEB_ID,android,1
2024-10-04 18:08:00,2a00:5400:e051::,AAFcvU7LIAoAABO-Xttw5A,7,WEB_ID,android,1
2024-10-04 18:17:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-04 18:32:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-04 18:33:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-04 18:33:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-04 18:33:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:34:00,46.143.152.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:34:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:35:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:36:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:37:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:37:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:39:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:40:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:40:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:41:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:42:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:42:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:44:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:44:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:44:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:45:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 08:45:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 11:50:00,2a00:5400:e051::,AAFcvU7LIAoAABO-Xttw5A,7,WEB_ID,android,1
2024-10-05 12:08:00,2001:16a2:c1e0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 12:11:00,2001:16a2:c1e0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 14:09:00,2a00:5400:e051::,AAFcvU7LIAoAABO-Xttw5A,7,WEB_ID,android,1
2024-10-05 14:42:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:43:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:43:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:44:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:46:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:47:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:50:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:51:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:53:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:54:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:56:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:57:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:58:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 14:59:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 15:00:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 15:01:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 15:02:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 15:00:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 15:08:00,2001:16a2:c1e0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 17:21:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-05 18:49:00,2001:16a2:c1f0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 19:33:00,2001:16a2:c1f0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 19:34:00,2001:16a2:c1f0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 19:38:00,2001:16a2:c1f0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 19:40:00,2001:16a2:c1f0::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:17:00,2001:16a2:c1f3::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:35:00,51.253.242.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:52:00,51.253.210.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:56:00,51.253.210.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:34:00,51.253.210.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:36:00,51.253.210.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-05 20:42:00,2001:16a2:c1e3::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 08:51:00,2001:16a2:c1e3::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 09:33:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 09:37:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 09:55:00,2a00:5400:f011::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:14:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:52:00,2a00:5400:f015::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:16:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:17:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:18:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:18:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:18:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:27:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 12:30:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:31:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:32:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:32:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:33:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:34:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:35:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 12:36:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:02:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:05:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:15:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:18:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:20:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:24:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:25:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:26:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:27:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:44:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:45:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:49:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:56:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:58:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 18:59:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 19:00:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 19:01:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 19:02:00,2a00:5400:f013::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-06 19:32:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-06 20:19:00,2a00:5400:e266::,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-07 08:55:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:11:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:12:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:13:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:13:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:13:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:14:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:14:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:15:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:21:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:22:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:24:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:25:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:25:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:27:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:27:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:20:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:20:00,46.143.163.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:26:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:26:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:27:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:29:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:31:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:31:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:31:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:36:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:39:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:50:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:52:00,46.143.147.0,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:53:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:54:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:54:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:55:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:55:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:55:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:10:00,82.167.201.0,AAA7PE7OD50AABQ_9xhR4Q,7,WEB_ID,android,1
2024-10-07 10:14:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:16:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:16:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:17:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:18:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:19:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:41:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:41:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:41:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:41:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:42:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:43:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:43:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:48:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:49:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:51:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:52:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:52:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:52:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:58:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:58:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:59:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 09:59:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:00:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:00:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:00:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:00:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:02:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:04:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:05:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:06:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:08:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:09:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:10:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:11:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:11:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:12:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:13:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
2024-10-07 10:13:00,2a00:5400:f012::,AAKRGE7P9eIAABxfJkTLVA,7,WEB_ID,android,1
